run_id,protocol,n,seed,commit_hash,t_max,commit_latency_ms,finality_latency_ms,tps,consensus_msgs_per_acu,total_msgs_per_acu,success_rate,fork_rate,K,alpha_p,alpha_c,beta,alpha_c_over_K,snowman_degenerate_n4
snowman-n4,snowman,4,42,c6082f3b-dirty,20.0,1000.000046000,1000.000046000,3.800000,90.750000,90.750000,1.000000,0.000000,3,2,3,15,1.000000,True
