run_id,protocol,n,seed,workload_arrival_process,workload_tx_bytes,workload_conflict_rate,workload_offered_rate,commit_hash,t_max,commit_latency_ms,finality_latency_ms,tps,goodput,consensus_msgs_per_acu,total_msgs_per_acu,bytes_per_acu,success_rate,fork_rate,K,alpha_p,alpha_c,beta,alpha_c_over_K,adversary_strategy,adversary_node_count,byzantine_fraction,view_change_count,clipped_fraction,run_horizon_s,throughput_ratio
casper-ffg-n10,casper-ffg,10,7,poisson,512,0.0,100.0,366df826,150.0,510.000000000,510.000000000,24.466667,48.926667,11.462125,11.462125,15107.620708,1.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,3,0.330000,0,0.008108,230.000,0.490642
casper-ffg-n10,casper-ffg,10,8,poisson,512,0.0,100.0,366df826,150.0,510.000000000,510.000000000,24.800000,50.040000,11.453226,11.453226,15239.787097,1.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,3,0.330000,0,0.005348,230.000,0.497326
casper-ffg-n10,casper-ffg,10,9,poisson,512,0.0,100.0,366df826,150.0,nan,nan,26.533333,53.213333,11.157286,11.157286,14780.170854,0.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,3,0.330000,0,0.007481,230.000,0.532086
casper-ffg-n10,casper-ffg,10,10,poisson,512,0.0,100.0,366df826,150.0,510.000000000,510.000000000,24.333333,49.380000,11.549589,11.549589,15320.298082,1.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,3,0.330000,0,0.026667,230.000,0.487968
casper-ffg-n10,casper-ffg,10,11,poisson,512,0.0,100.0,366df826,150.0,nan,nan,23.866667,48.046667,11.609497,11.609497,15370.572067,0.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,3,0.330000,0,0.011050,230.000,0.478610
casper-ffg-n10,casper-ffg,10,12,poisson,512,0.0,100.0,366df826,150.0,nan,nan,26.066667,52.560000,11.218926,11.218926,14562.395908,0.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,3,0.330000,0,0.010127,230.000,0.522727
casper-ffg-n10,casper-ffg,10,13,poisson,512,0.0,100.0,366df826,150.0,nan,nan,24.933333,49.786667,11.502674,11.502674,15228.808556,0.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,3,0.330000,0,0.013193,230.000,0.500000
casper-ffg-n10,casper-ffg,10,14,poisson,512,0.0,100.0,366df826,150.0,nan,nan,23.533333,45.986667,11.960057,11.960057,15754.079320,0.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,3,0.330000,0,0.016713,230.000,0.471925
casper-ffg-n10,casper-ffg,10,15,poisson,512,0.0,100.0,366df826,150.0,nan,nan,24.133333,48.480000,11.612983,11.612983,15365.267403,0.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,3,0.330000,0,0.005495,230.000,0.483957
casper-ffg-n10,casper-ffg,10,16,poisson,512,0.0,100.0,366df826,150.0,510.000000000,510.000000000,23.600000,47.033333,11.946610,11.946610,15816.722034,1.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,3,0.330000,0,0.022099,230.000,0.473262
casper-ffg-n10,casper-ffg,10,17,poisson,512,0.0,100.0,366df826,150.0,510.000000000,510.000000000,24.800000,49.393333,11.472581,11.472581,14912.264516,1.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,3,0.330000,0,0.018470,230.000,0.497326
casper-ffg-n10,casper-ffg,10,18,poisson,512,0.0,100.0,366df826,150.0,510.000000000,510.000000000,26.333333,53.266667,11.118987,11.118987,14486.946835,1.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,3,0.330000,0,0.017413,230.000,0.528075
casper-ffg-n10,casper-ffg,10,19,poisson,512,0.0,100.0,366df826,150.0,510.000000000,510.000000000,24.333333,49.753333,11.630959,11.630959,15486.322192,1.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,3,0.330000,0,0.013514,230.000,0.487968
casper-ffg-n10,casper-ffg,10,0,poisson,512,0.0,100.0,366df826,150.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,4,0.400000,0,0.000000,230.000,0.000000
casper-ffg-n10,casper-ffg,10,1,poisson,512,0.0,100.0,366df826,150.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,4,0.400000,0,0.000000,230.000,0.000000
casper-ffg-n10,casper-ffg,10,2,poisson,512,0.0,100.0,366df826,150.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,4,0.400000,0,0.000000,230.000,0.000000
casper-ffg-n10,casper-ffg,10,3,poisson,512,0.0,100.0,366df826,150.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,4,0.400000,0,0.000000,230.000,0.000000
casper-ffg-n10,casper-ffg,10,4,poisson,512,0.0,100.0,366df826,150.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,4,0.400000,0,0.000000,230.000,0.000000
casper-ffg-n10,casper-ffg,10,5,poisson,512,0.0,100.0,366df826,150.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,4,0.400000,0,0.000000,230.000,0.000000
casper-ffg-n10,casper-ffg,10,6,poisson,512,0.0,100.0,366df826,150.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,4,0.400000,0,0.000000,230.000,0.000000
casper-ffg-n10,casper-ffg,10,7,poisson,512,0.0,100.0,366df826,150.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,4,0.400000,0,0.000000,230.000,0.000000
casper-ffg-n10,casper-ffg,10,8,poisson,512,0.0,100.0,366df826,150.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,4,0.400000,0,0.000000,230.000,0.000000
casper-ffg-n10,casper-ffg,10,9,poisson,512,0.0,100.0,366df826,150.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,4,0.400000,0,0.000000,230.000,0.000000
casper-ffg-n10,casper-ffg,10,10,poisson,512,0.0,100.0,366df826,150.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,4,0.400000,0,0.000000,230.000,0.000000
casper-ffg-n10,casper-ffg,10,11,poisson,512,0.0,100.0,366df826,150.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,4,0.400000,0,0.000000,230.000,0.000000
casper-ffg-n10,casper-ffg,10,12,poisson,512,0.0,100.0,366df826,150.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,4,0.400000,0,0.000000,230.000,0.000000
casper-ffg-n10,casper-ffg,10,13,poisson,512,0.0,100.0,366df826,150.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,4,0.400000,0,0.000000,230.000,0.000000
casper-ffg-n10,casper-ffg,10,14,poisson,512,0.0,100.0,366df826,150.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,4,0.400000,0,0.000000,230.000,0.000000
casper-ffg-n10,casper-ffg,10,15,poisson,512,0.0,100.0,366df826,150.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,4,0.400000,0,0.000000,230.000,0.000000
casper-ffg-n10,casper-ffg,10,16,poisson,512,0.0,100.0,366df826,150.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,4,0.400000,0,0.000000,230.000,0.000000
casper-ffg-n10,casper-ffg,10,17,poisson,512,0.0,100.0,366df826,150.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,withhold-participation,4,0.400000,0,0.000000,230.000,0.000000
