run_id,protocol,n,seed,workload_arrival_process,workload_tx_bytes,workload_conflict_rate,workload_offered_rate,commit_hash,t_max,commit_latency_ms,finality_latency_ms,tps,goodput,consensus_msgs_per_acu,total_msgs_per_acu,bytes_per_acu,success_rate,fork_rate,K,alpha_p,alpha_c,beta,alpha_c_over_K,adversary_strategy,byzantine_fraction,slow_node_count,delay_mult,view_change_count,clipped_fraction,run_horizon_s,finality_delay_ratio
casper-ffg-n10,casper-ffg,10,10,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,49.866667,101.633333,10.815642,10.815642,11267.773797,1.000000,0.000000,nan,nan,nan,nan,nan,none,0.000000,0,0.000000,0,0.013193,230.000,1.000000
casper-ffg-n10,casper-ffg,10,11,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,49.866667,99.166667,10.815642,10.815642,11267.773797,1.000000,0.000000,nan,nan,nan,nan,nan,none,0.000000,0,0.000000,0,0.013193,230.000,1.000000
casper-ffg-n10,casper-ffg,10,12,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,49.866667,100.493333,10.815642,10.815642,11267.773797,1.000000,0.000000,nan,nan,nan,nan,nan,none,0.000000,0,0.000000,0,0.013193,230.000,1.000000
casper-ffg-n10,casper-ffg,10,13,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,49.866667,99.560000,10.815642,10.815642,11267.773797,1.000000,0.000000,nan,nan,nan,nan,nan,none,0.000000,0,0.000000,0,0.013193,230.000,1.000000
casper-ffg-n10,casper-ffg,10,14,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,49.866667,98.233333,10.815642,10.815642,11267.773797,1.000000,0.000000,nan,nan,nan,nan,nan,none,0.000000,0,0.000000,0,0.013193,230.000,1.000000
casper-ffg-n10,casper-ffg,10,15,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,49.866667,99.640000,10.815642,10.815642,11267.773797,1.000000,0.000000,nan,nan,nan,nan,nan,none,0.000000,0,0.000000,0,0.013193,230.000,1.000000
casper-ffg-n10,casper-ffg,10,16,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,49.866667,99.066667,10.815642,10.815642,11267.773797,1.000000,0.000000,nan,nan,nan,nan,nan,none,0.000000,0,0.000000,0,0.013193,230.000,1.000000
casper-ffg-n10,casper-ffg,10,17,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,49.866667,99.466667,10.815642,10.815642,11267.773797,1.000000,0.000000,nan,nan,nan,nan,nan,none,0.000000,0,0.000000,0,0.013193,230.000,1.000000
casper-ffg-n10,casper-ffg,10,18,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,49.866667,100.226667,10.815642,10.815642,11267.773797,1.000000,0.000000,nan,nan,nan,nan,nan,none,0.000000,0,0.000000,0,0.013193,230.000,1.000000
casper-ffg-n10,casper-ffg,10,19,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,49.866667,101.326667,10.815642,10.815642,11267.773797,1.000000,0.000000,nan,nan,nan,nan,nan,none,0.000000,0,0.000000,0,0.013193,230.000,1.000000
casper-ffg-n10,casper-ffg,10,0,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,39.000000,77.073333,12.621538,12.621538,14162.830769,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,2.000000,0,0.011824,230.000,1.000000
casper-ffg-n10,casper-ffg,10,1,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,40.133333,79.713333,12.399668,12.399668,13789.255814,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,2.000000,0,0.014730,230.000,1.000000
casper-ffg-n10,casper-ffg,10,2,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,38.733333,77.240000,12.723924,12.723924,14271.230293,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,2.000000,0,0.010221,230.000,1.000000
casper-ffg-n10,casper-ffg,10,3,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,39.933333,79.440000,12.463272,12.463272,13866.232387,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,2.000000,0,0.016420,230.000,1.000000
casper-ffg-n10,casper-ffg,10,4,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,40.133333,80.126667,12.401163,12.401163,13797.131561,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,2.000000,0,0.013115,230.000,1.000000
casper-ffg-n10,casper-ffg,10,5,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,39.866667,79.733333,12.443478,12.443478,13881.455518,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,2.000000,0,0.016447,230.000,1.000000
casper-ffg-n10,casper-ffg,10,6,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,41.600000,84.120000,12.132692,12.132692,13343.769231,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,2.000000,0,0.012658,230.000,1.000000
casper-ffg-n10,casper-ffg,10,7,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,39.466667,79.086667,12.528547,12.528547,14014.100676,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,2.000000,0,0.016611,230.000,1.000000
casper-ffg-n10,casper-ffg,10,8,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,40.000000,80.000000,12.402000,12.402000,13835.184000,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,2.000000,0,0.016393,230.000,1.000000
casper-ffg-n10,casper-ffg,10,9,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,nan,nan,41.000000,81.726667,12.244390,12.244390,13526.136585,0.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,2.000000,0,0.009662,230.000,nan
casper-ffg-n10,casper-ffg,10,10,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,40.000000,81.473333,12.442500,12.442500,13843.122000,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,2.000000,0,0.016393,230.000,1.000000
casper-ffg-n10,casper-ffg,10,11,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,38.466667,76.913333,12.727903,12.727903,14353.655459,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,2.000000,0,0.017036,230.000,1.000000
casper-ffg-n10,casper-ffg,10,12,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,40.866667,82.186667,12.271126,12.271126,13567.677651,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,2.000000,0,0.012882,230.000,1.000000
casper-ffg-n10,casper-ffg,10,13,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,nan,nan,40.466667,80.773333,12.325700,12.325700,13688.712356,0.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,2.000000,0,0.016207,230.000,nan
casper-ffg-n10,casper-ffg,10,14,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,nan,nan,39.933333,78.653333,12.436227,12.436227,13860.931553,0.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,2.000000,0,0.014803,230.000,nan
casper-ffg-n10,casper-ffg,10,15,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,39.533333,79.366667,12.493761,12.493761,13987.790894,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,2.000000,0,0.008361,230.000,1.000000
casper-ffg-n10,casper-ffg,10,16,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,38.933333,77.553333,12.672432,12.672432,14200.637671,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,2.000000,0,0.013514,230.000,1.000000
casper-ffg-n10,casper-ffg,10,17,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,42.200000,84.126667,11.985782,11.985782,13159.063507,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,2.000000,0,0.010937,230.000,1.000000
casper-ffg-n10,casper-ffg,10,18,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,41.266667,83.060000,12.178352,12.178352,13441.294992,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,2.000000,0,0.011182,230.000,1.000000
casper-ffg-n10,casper-ffg,10,19,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,39.466667,80.513333,12.542230,12.542230,14016.782432,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,2.000000,0,0.013333,230.000,1.000000
casper-ffg-n10,casper-ffg,10,0,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,39.000000,77.073333,12.616923,12.616923,14146.320000,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,4.000000,0,0.011824,230.000,1.000000
casper-ffg-n10,casper-ffg,10,1,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,40.133333,79.713333,12.398173,12.398173,13788.962791,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,4.000000,0,0.014730,230.000,1.000000
casper-ffg-n10,casper-ffg,10,2,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,38.733333,77.240000,12.722375,12.722375,14270.926678,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,4.000000,0,0.010221,230.000,1.000000
casper-ffg-n10,casper-ffg,10,3,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,39.933333,79.440000,12.461770,12.461770,13865.937896,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,4.000000,0,0.016420,230.000,1.000000
casper-ffg-n10,casper-ffg,10,4,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,40.133333,80.126667,12.399668,12.399668,13796.838538,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,4.000000,0,0.013115,230.000,1.000000
casper-ffg-n10,casper-ffg,10,5,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,39.866667,79.733333,12.441973,12.441973,13881.160535,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,4.000000,0,0.016447,230.000,1.000000
casper-ffg-n10,casper-ffg,10,6,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,41.600000,84.120000,12.131250,12.131250,13343.486538,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,4.000000,0,0.012658,230.000,1.000000
casper-ffg-n10,casper-ffg,10,7,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,39.466667,79.086667,12.525507,12.525507,14005.793919,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,4.000000,0,0.016611,230.000,1.000000
casper-ffg-n10,casper-ffg,10,8,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,40.000000,80.000000,12.400500,12.400500,13834.890000,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,4.000000,0,0.016393,230.000,1.000000
casper-ffg-n10,casper-ffg,10,9,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,nan,nan,41.000000,81.726667,12.241463,12.241463,13518.140488,0.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,4.000000,0,0.009662,230.000,nan
casper-ffg-n10,casper-ffg,10,10,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,40.000000,81.473333,12.441000,12.441000,13842.828000,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,4.000000,0,0.016393,230.000,1.000000
casper-ffg-n10,casper-ffg,10,11,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,38.466667,76.913333,12.724783,12.724783,14345.132756,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,4.000000,0,0.017036,230.000,1.000000
casper-ffg-n10,casper-ffg,10,12,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,40.866667,82.186667,12.269657,12.269657,13567.389886,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,4.000000,0,0.012882,230.000,1.000000
casper-ffg-n10,casper-ffg,10,13,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,nan,nan,40.466667,80.773333,12.324217,12.324217,13688.421746,0.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,4.000000,0,0.016207,230.000,nan
casper-ffg-n10,casper-ffg,10,14,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,nan,nan,39.933333,78.653333,12.434725,12.434725,13860.637062,0.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,4.000000,0,0.014803,230.000,nan
casper-ffg-n10,casper-ffg,10,15,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,39.533333,79.366667,12.492243,12.492243,13987.493423,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,4.000000,0,0.008361,230.000,1.000000
casper-ffg-n10,casper-ffg,10,16,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,38.933333,77.553333,12.670890,12.670890,14200.335616,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,4.000000,0,0.013514,230.000,1.000000
casper-ffg-n10,casper-ffg,10,17,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,42.200000,84.126667,11.984360,11.984360,13158.784834,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,4.000000,0,0.010937,230.000,1.000000
casper-ffg-n10,casper-ffg,10,18,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,41.266667,83.060000,12.176898,12.176898,13441.010016,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,4.000000,0,0.011182,230.000,1.000000
casper-ffg-n10,casper-ffg,10,19,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,39.466667,80.513333,12.540709,12.540709,14016.484459,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,4.000000,0,0.013333,230.000,1.000000
casper-ffg-n10,casper-ffg,10,0,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,39.000000,77.073333,12.615385,12.615385,14146.018462,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,6.000000,0,0.011824,230.000,1.000000
casper-ffg-n10,casper-ffg,10,1,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,40.133333,79.713333,12.396678,12.396678,13788.669767,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,6.000000,0,0.014730,230.000,1.000000
casper-ffg-n10,casper-ffg,10,2,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,38.733333,77.240000,12.719277,12.719277,14262.462651,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,6.000000,0,0.010221,230.000,1.000000
casper-ffg-n10,casper-ffg,10,3,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,39.933333,79.440000,12.460267,12.460267,13865.643406,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,6.000000,0,0.016420,230.000,1.000000
casper-ffg-n10,casper-ffg,10,4,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,40.133333,80.126667,12.396678,12.396678,13788.669767,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,6.000000,0,0.013115,230.000,1.000000
casper-ffg-n10,casper-ffg,10,5,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,39.866667,79.733333,12.440468,12.440468,13880.865552,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,6.000000,0,0.016447,230.000,1.000000
casper-ffg-n10,casper-ffg,10,6,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,41.600000,84.120000,12.129808,12.129808,13343.203846,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,6.000000,0,0.012658,230.000,1.000000
casper-ffg-n10,casper-ffg,10,7,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,39.466667,79.086667,12.523986,12.523986,14005.495946,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,6.000000,0,0.016611,230.000,1.000000
casper-ffg-n10,casper-ffg,10,8,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,40.000000,80.000000,12.399000,12.399000,13834.596000,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,6.000000,0,0.016393,230.000,1.000000
casper-ffg-n10,casper-ffg,10,9,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,nan,nan,41.000000,81.726667,12.240000,12.240000,13517.853659,0.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,6.000000,0,0.009662,230.000,nan
casper-ffg-n10,casper-ffg,10,10,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,40.000000,81.473333,12.439500,12.439500,13842.534000,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,6.000000,0,0.016393,230.000,1.000000
casper-ffg-n10,casper-ffg,10,11,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,38.466667,76.913333,12.723224,12.723224,14344.827036,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,6.000000,0,0.017036,230.000,1.000000
casper-ffg-n10,casper-ffg,10,12,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,40.866667,82.186667,12.268189,12.268189,13567.102121,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,6.000000,0,0.012882,230.000,1.000000
casper-ffg-n10,casper-ffg,10,13,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,nan,nan,40.466667,80.773333,12.322735,12.322735,13688.131137,0.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,6.000000,0,0.016207,230.000,nan
casper-ffg-n10,casper-ffg,10,14,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,nan,nan,39.933333,78.653333,12.433222,12.433222,13860.342571,0.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,6.000000,0,0.014803,230.000,nan
casper-ffg-n10,casper-ffg,10,15,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,39.533333,79.366667,12.490725,12.490725,13987.195953,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,6.000000,0,0.008361,230.000,1.000000
casper-ffg-n10,casper-ffg,10,16,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,38.933333,77.553333,12.669349,12.669349,14200.033562,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,6.000000,0,0.013514,230.000,1.000000
casper-ffg-n10,casper-ffg,10,17,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,42.200000,84.126667,11.982938,11.982938,13158.506161,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,6.000000,0,0.010937,230.000,1.000000
casper-ffg-n10,casper-ffg,10,18,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,41.266667,83.060000,12.175444,12.175444,13440.725040,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,6.000000,0,0.011182,230.000,1.000000
casper-ffg-n10,casper-ffg,10,19,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,39.466667,80.513333,12.539189,12.539189,14016.186486,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,6.000000,0,0.013333,230.000,1.000000
casper-ffg-n10,casper-ffg,10,0,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,39.000000,77.073333,12.610769,12.610769,14129.507692,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,8.000000,0,0.011824,230.000,1.000000
casper-ffg-n10,casper-ffg,10,1,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,40.133333,79.713333,12.395183,12.395183,13788.376744,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,8.000000,0,0.014730,230.000,1.000000
casper-ffg-n10,casper-ffg,10,2,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,38.733333,77.240000,12.717728,12.717728,14262.159036,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,8.000000,0,0.010221,230.000,1.000000
casper-ffg-n10,casper-ffg,10,3,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,39.933333,79.440000,12.458765,12.458765,13865.348915,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,8.000000,0,0.016420,230.000,1.000000
casper-ffg-n10,casper-ffg,10,4,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,40.133333,80.126667,12.395183,12.395183,13788.376744,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,8.000000,0,0.013115,230.000,1.000000
casper-ffg-n10,casper-ffg,10,5,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,39.866667,79.733333,12.438963,12.438963,13880.570569,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,8.000000,0,0.016447,230.000,1.000000
casper-ffg-n10,casper-ffg,10,6,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,41.600000,84.120000,12.126923,12.126923,13335.323077,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,8.000000,0,0.012658,230.000,1.000000
casper-ffg-n10,casper-ffg,10,7,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,39.466667,79.086667,12.522466,12.522466,14005.197973,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,8.000000,0,0.016611,230.000,1.000000
casper-ffg-n10,casper-ffg,10,8,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,40.000000,80.000000,12.397500,12.397500,13834.302000,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,8.000000,0,0.016393,230.000,1.000000
casper-ffg-n10,casper-ffg,10,9,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,nan,nan,41.000000,81.726667,12.237073,12.237073,13509.857561,0.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,8.000000,0,0.009662,230.000,nan
casper-ffg-n10,casper-ffg,10,10,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,40.000000,81.473333,12.438000,12.438000,13842.240000,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,8.000000,0,0.016393,230.000,1.000000
casper-ffg-n10,casper-ffg,10,11,poisson,512,0.0,100.0,8b2d0bb0-dirty,150.0,510.000000000,510.000000000,38.466667,76.913333,12.721664,12.721664,14344.521317,1.000000,0.000000,nan,nan,nan,nan,nan,delay-emission,0.100000,1,8.000000,0,0.017036,230.000,1.000000
