run_id,protocol,n,seed,workload_arrival_process,workload_tx_bytes,workload_conflict_rate,workload_offered_rate,commit_hash,t_max,commit_latency_ms,finality_latency_ms,tps,goodput,consensus_msgs_per_acu,total_msgs_per_acu,bytes_per_acu,success_rate,fork_rate,K,alpha_p,alpha_c,beta,alpha_c_over_K,network_phase_id,e_delay_ms,slot_duration_ms,clipped_fraction,run_horizon_s,p_drop,finalized_instances,view_change_count,finalization_rate
casper-ffg-n10,casper-ffg,10,3,poisson,512,0.0,100.0,f54f540f-dirty,1000.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,delay-heavy-tail-loss-p20,3000.000,12000.000,0.000000,1150.000,0.200000,0,0,0.000000
casper-ffg-n10,casper-ffg,10,4,poisson,512,0.0,100.0,f54f540f-dirty,1000.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,delay-heavy-tail-loss-p20,3000.000,12000.000,0.000000,1150.000,0.200000,0,0,0.000000
casper-ffg-n10,casper-ffg,10,5,poisson,512,0.0,100.0,f54f540f-dirty,1000.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,delay-heavy-tail-loss-p20,3000.000,12000.000,0.000000,1150.000,0.200000,0,0,0.000000
casper-ffg-n10,casper-ffg,10,6,poisson,512,0.0,100.0,f54f540f-dirty,1000.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,delay-heavy-tail-loss-p20,3000.000,12000.000,0.000000,1150.000,0.200000,0,0,0.000000
casper-ffg-n10,casper-ffg,10,7,poisson,512,0.0,100.0,f54f540f-dirty,1000.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,delay-heavy-tail-loss-p20,3000.000,12000.000,0.000000,1150.000,0.200000,0,0,0.000000
casper-ffg-n10,casper-ffg,10,8,poisson,512,0.0,100.0,f54f540f-dirty,1000.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,delay-heavy-tail-loss-p20,3000.000,12000.000,0.000000,1150.000,0.200000,0,0,0.000000
casper-ffg-n10,casper-ffg,10,9,poisson,512,0.0,100.0,f54f540f-dirty,1000.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,delay-heavy-tail-loss-p20,3000.000,12000.000,0.000000,1150.000,0.200000,0,0,0.000000
casper-ffg-n10,casper-ffg,10,10,poisson,512,0.0,100.0,f54f540f-dirty,1000.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,delay-heavy-tail-loss-p20,3000.000,12000.000,0.000000,1150.000,0.200000,0,0,0.000000
casper-ffg-n10,casper-ffg,10,11,poisson,512,0.0,100.0,f54f540f-dirty,1000.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,delay-heavy-tail-loss-p20,3000.000,12000.000,0.000000,1150.000,0.200000,0,0,0.000000
casper-ffg-n10,casper-ffg,10,12,poisson,512,0.0,100.0,f54f540f-dirty,1000.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,delay-heavy-tail-loss-p20,3000.000,12000.000,0.000000,1150.000,0.200000,0,0,0.000000
casper-ffg-n10,casper-ffg,10,13,poisson,512,0.0,100.0,f54f540f-dirty,1000.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,delay-heavy-tail-loss-p20,3000.000,12000.000,0.000000,1150.000,0.200000,0,0,0.000000
casper-ffg-n10,casper-ffg,10,14,poisson,512,0.0,100.0,f54f540f-dirty,1000.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,delay-heavy-tail-loss-p20,3000.000,12000.000,0.000000,1150.000,0.200000,0,0,0.000000
casper-ffg-n10,casper-ffg,10,15,poisson,512,0.0,100.0,f54f540f-dirty,1000.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,delay-heavy-tail-loss-p20,3000.000,12000.000,0.000000,1150.000,0.200000,0,0,0.000000
casper-ffg-n10,casper-ffg,10,16,poisson,512,0.0,100.0,f54f540f-dirty,1000.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,delay-heavy-tail-loss-p20,3000.000,12000.000,0.000000,1150.000,0.200000,0,0,0.000000
casper-ffg-n10,casper-ffg,10,17,poisson,512,0.0,100.0,f54f540f-dirty,1000.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,delay-heavy-tail-loss-p20,3000.000,12000.000,0.000000,1150.000,0.200000,0,0,0.000000
casper-ffg-n10,casper-ffg,10,18,poisson,512,0.0,100.0,f54f540f-dirty,1000.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,delay-heavy-tail-loss-p20,3000.000,12000.000,0.000000,1150.000,0.200000,0,0,0.000000
casper-ffg-n10,casper-ffg,10,19,poisson,512,0.0,100.0,f54f540f-dirty,1000.0,nan,nan,0.000000,nan,nan,nan,nan,0.000000,0.000000,nan,nan,nan,nan,nan,delay-heavy-tail-loss-p20,3000.000,12000.000,0.000000,1150.000,0.200000,0,0,0.000000
casper-ffg-n25,casper-ffg,25,0,poisson,512,0.0,100.0,f54f540f-dirty,1000.0,62158.518684541,62158.518684541,1.000000,59.675000,25.182000,25.182000,1223195.688000,1.000000,0.000000,nan,nan,nan,nan,nan,delay-heavy-tail,3000.000,12000.000,0.069767,1150.000,0.000000,40,0,1.000000
